id,item_id,response,timeTaken,session_id,score,trait
15698,15,different,14.85815191,i633,1,gv
15699,74,c,14.82268,i635,0,gc
15700,20,e,23.06757498,i636,1,gwm
15701,16,same,6.910648108,i633,1,gv
15702,87,c,7.293015957,i635,1,gc
15703,18,b,53.90197706,i634,0,gf60
15704,17,same,10.22755408,i633,0,gv
15705,97,d,17.43518496,i635,0,gc
15706,18,different,14.19781089,i633,0,gv
15707,21,d,26.90810704,i636,0,gwm
15708,19,different,5.814093113,i633,1,gv
15709,71,d,12.03601789,i635,1,gc
15710,20,different,9.09147191,i633,1,gv
15711,19,b,37.73413992,i634,1,gf60
15712,85,d,9.852459908,i635,0,gc
15713,67,d,8.050775051,i635,0,gc
15714,22,f,25.08977604,i636,1,gwm
15715,93,d,9.484920025,i635,1,gc
15716,70,same,10.12290192,i633,1,gv
15717,20,b,26.73742509,i634,1,gf60
15718,98,d,11.0658319,i635,0,gc
15719,62,different,12.4184649,i633,0,gv
15720,73,d,8.162497044,i635,1,gc
15721,23,f,27.53991294,i636,0,gwm
15722,59,different,12.91435003,i633,1,gv
15723,95,b,8.012181044,i635,1,gc
15724,86,b,3.91979003,i635,0,gc
15725,21,c,23.59041309,i634,1,gf60
15726,66,same,14.80918097,i633,1,gv
15727,24,a,22.86320591,i636,1,gwm
15728,69,same,7.391047955,i633,1,gv
15729,76,c,20.00337696,i635,0,gc
15730,65,same,7.345566988,i633,1,gv
15731,77,c,5.327086926,i635,0,gc
15732,22,a,28.24505305,i634,0,gf60
15733,61,different,9.072568893,i633,1,gv
15734,72,c,8.502604961,i635,0,gc
15735,25,d,22.62826896,i636,1,gwm
15736,57,same,12.36376691,i633,0,gv
15737,88,c,12.90767193,i635,0,gc
15738,64,different,4.833877087,i633,1,gv
15739,67,different,7.324296951,i633,1,gv
15740,23,a,29.84116292,i634,0,gf60
15741,71,same,7.129101992,i633,1,gv
15742,91,b,19.29088807,i635,0,gc
15743,26,e,34.28215909,i636,1,gwm
15744,90,c,7.254899979,i635,1,gc
15745,53,different,10.77481294,i633,0,gv
15746,106,a,5.973051071,i635,1,gc
15747,56,same,9.409543991,i633,0,gv
15748,89,d,14.196347,i635,0,gc
15749,60,same,12.72949004,i633,1,gv
15750,24,d,37.68084002,i634,0,gf60
15751,68,same,8.808409929,i633,0,gv
15752,92,b,11.8064959,i635,0,gc
15753,27,d,39.30030704,i636,0,gwm
15754,96,d,9.730782032,i635,0,gc
15755,58,same,11.00089002,i633,1,gv
15756,54,same,8.231462955,i633,1,gv
15757,103,d,17.755126,i635,0,gc
15758,55,same,13.73553395,i633,0,gv
15759,28,c,28.93078208,i636,0,gwm
15760,107,a,13.07263303,i635,1,gc
15761,72,different,11.56598902,i633,1,gv
15762,101,d,5.734507084,i635,1,gc
15763,84,a,9.145647049,i635,1,gc
15764,63,different,11.36616993,i633,0,gv
15765,25,c,60,i634,0,gf60
15766,29,b,32.92042089,i636,1,gwm
15767,102,c,14.01580906,i635,1,gc
15768,69,a,5.088905096,i635,0,gc
15769,94,d,5.197618961,i635,0,gc
15770,82,b,4.670232058,i635,1,gc
15771,30,d,27.84052801,i636,0,gwm
15772,105,d,14.49641395,i635,1,gc
15773,83,d,4.575161934,i635,0,gc
15774,99,c,6.244872093,i635,0,gc
15775,104,d,7.020359039,i635,0,gc
15776,26,,60,i634,0,gf60
15777,31,c,25.267694,i636,0,gwm
15778,100,b,10.60378909,i635,1,gc
15779,78,d,7.522555113,i635,0,gc
15780,79,d,7.345372915,i635,0,gc
15781,80,a,6.238090992,i635,1,gc
15782,27,c,26.39671707,i634,1,gf60
15783,32,c,28.83862805,i636,0,gwm
15784,75,a,5.064338923,i635,0,gc
15785,70,d,11.79471588,i635,1,gc
15786,33,d,23.13665199,i636,0,gwm
15787,28,e,28.56354904,i634,1,gf60
15788,53,f,18.14165306,i634,1,gf30
15789,34,e,28.24784303,i636,0,gwm
15790,76,,30,i634,0,gf30
15791,35,c,29.17383909,i636,1,gwm
15792,69,d,16.034163,i634,0,gf30
15793,46,d,15.9520421,i634,1,gf30
15794,36,b,34.78407788,i636,0,gwm
15795,41,d,21.68659306,i634,0,gf30
15796,37,c,28.29696894,i636,0,gwm
15797,77,b,27.90117908,i634,1,gf30
15798,45,e,18.77616811,i634,1,gf30
15799,38,e,38.09270692,i636,0,gwm
15800,74,c,13.48830295,i634,1,gf30
15801,67,f,25.720222,i634,1,gf30
15802,39,b,34.05547595,i636,0,gwm
15803,40,c,3.677736044,i636,0,gwm
15804,68,e,22.74535489,i634,1,gf30
15805,49,e,14.5691061,i634,0,gf30
15806,41,f,39.52433205,i636,1,gwm
15807,42,d,27.15873408,i636,0,gwm
15808,42,d,28.08782911,i634,1,gf30
15809,11,d,16.38693094,i638,1,gf30
15810,43,c,31.63850999,i636,0,gwm
15811,58,,19,i634,0,gf30
15812,12,b,13.71155405,i638,0,gf30
15813,1,4.844362974,38.87917709,i637,1,gv
15814,13,c,12.00641108,i638,1,gf30
15815,44,c,29.95553708,i636,0,gwm
15816,14,e,9.541065931,i638,0,gf30
15817,2,2.775512934,20.61182094,i637,0,gv
15818,80,,30,i634,0,gf60
15819,15,b,15.26873398,i638,0,gf30
15820,29,b,17.41088104,i638,0,gf60
15821,36,d,20.8338089,i639,1,gc
15822,30,c,27.22860909,i638,0,gf60
15823,37,b,7.566193104,i639,1,gc
15824,31,b,13.65578604,i638,0,gf60
15825,38,b,12.58323097,i639,1,gc
15826,3,12.79378605,79.92392612,i637,1,gv
15827,32,d,12.39930892,i638,0,gf60
15828,39,c,13.84388089,i639,1,gc
15829,33,e,9.658324003,i638,0,gf60
15830,40,c,9.455480099,i639,1,gc
15831,1,b,6.274986029,i638,1,gf30
15832,11,b,31.07058811,i640,1,gwm
15833,41,b,5.175961971,i639,1,gc
15834,2,b,4.917284012,i638,1,gf30
15835,3,d,5.390779018,i638,1,gf30
15836,42,d,6.938384056,i639,1,gc
15837,4,5.680619955,30.93606806,i637,1,gv
15838,4,a,6.846669912,i638,1,gf30
15839,43,c,7.109618902,i639,1,gc
15840,44,a,4.568382978,i639,0,gc
15841,5,d,6.945539951,i638,1,gf30
15842,12,d,21.37856293,i640,1,gwm
15843,21,14.32465506,15.67828393,i637,1,gv
15844,45,d,6.670751095,i639,1,gc
15845,6,c,9.584906101,i638,1,gf30
15846,22,same,5.661474943,i637,1,gv
15847,7,a,7.891625881,i638,1,gf30
15848,46,a,11.41120195,i639,0,gc
15849,8,b,7.171866894,i638,1,gf30
15850,13,d,24.23361993,i640,1,gwm
15851,23,same,16.46308708,i637,0,gv
15852,48,b,10.364959,i639,0,gc
15853,9,c,7.083206892,i638,1,gf30
15854,10,c,4.791404009,i638,1,gf30
15855,24,same,17.12578702,i637,0,gv
15856,49,b,18.01912808,i639,0,gc
15857,16,7.857423067,16.32021189,i638,0,gf30
15858,14,b,25.209517,i640,1,gwm
15859,25,same,8.485245943,i637,1,gv
15860,50,c,12.31430101,i639,0,gc
15861,17,9.035067081,10.10889506,i638,1,gf30
15862,26,same,10.17840505,i637,1,gv
15863,27,same,6.174006939,i637,0,gv
15864,51,b,15.11282706,i639,0,gc
15865,18,c,21.50921011,i638,0,gf60
15866,15,f,31.20740294,i640,1,gwm
15867,53,a,14.43263412,i639,1,gc
15868,28,different,18.95142102,i637,1,gv
15869,19,d,11.170223,i638,0,gf60
15870,54,d,16.98430109,i639,0,gc
15871,16,c,22.19386196,i640,1,gwm
15872,29,same,21.89622402,i637,1,gv
15873,55,d,5.897066116,i639,1,gc
15874,20,d,17.9027741,i638,0,gf60
15875,56,a,7.93252492,i639,0,gc
15876,57,a,6.253309965,i639,1,gc
15877,58,d,5.554594994,i639,1,gc
15878,21,c,18.42230701,i638,1,gf60
15879,17,a,24.57576704,i640,1,gwm
15880,30,same,28.56040096,i637,1,gv
15881,22,a,9.043919086,i638,0,gf60
15882,59,c,18.23426509,i639,1,gc
15883,23,a,14.19402194,i638,0,gf60
15884,31,same,19.85984802,i637,0,gv
15885,60,c,16.6144731,i639,0,gc
15886,18,d,32.84105706,i640,1,gwm
15887,24,b,13.92810607,i638,0,gf60
15888,32,same,9.896541119,i637,1,gv
15889,62,a,6.49326396,i639,1,gc
15890,33,different,12.87594509,i637,0,gv
15891,25,e,13.12486792,i638,0,gf60
15892,63,c,15.2854321,i639,1,gc
15893,34,same,10.31589103,i637,1,gv
15894,19,b,25.7866621,i640,1,gwm
15895,64,d,10.79496288,i639,1,gc
15896,26,c,16.59910011,i638,0,gf60
15897,35,different,12.78756189,i637,1,gv
15898,27,e,11.2396071,i638,0,gf60
15899,65,d,13.67089605,i639,0,gc
15900,20,e,27.73168898,i640,1,gwm
15901,36,same,15.99635005,i637,0,gv
15902,28,d,10.62402606,i638,0,gf60
15903,66,c,21.140064,i639,1,gc
15904,37,same,12.50241899,i637,1,gv
15905,52,f,16.55014396,i638,1,gf30
15906,4,b,6.487435102,i639,1,gc
15907,37,d,6.915039063,i638,1,gf30
15908,5,c,8.58458209,i639,1,gc
15909,21,c,28.11944389,i640,1,gwm
15910,38,different,17.70450091,i637,1,gv
15911,6,d,8.14628911,i639,1,gc
15912,62,d,13.82759809,i638,0,gf30
15913,39,same,10.33959293,i637,1,gv
15914,7,c,6.972425938,i639,1,gc
15915,8,a,5.548712969,i639,1,gc
15916,9,a,3.988171101,i639,1,gc
15917,10,a,4.955262899,i639,1,gc
15918,22,f,26.07185888,i640,1,gwm
15919,58,f,18.48888206,i638,0,gf30
15920,11,c,6.456559896,i639,1,gc
15921,47,b,8.015292883,i638,1,gf30
15922,12,a,5.186188936,i639,1,gc
15923,13,a,6.781490088,i639,1,gc
15924,40,,30,i637,0,gv
15925,14,a,5.365462065,i639,1,gc
15926,77,f,14.27131891,i638,0,gf30
15927,41,different,13.18425107,i637,0,gv
15928,15,c,9.348855019,i639,1,gc
15929,16,d,5.016658068,i639,1,gc
15930,49,e,12.73520398,i638,0,gf30
15931,42,different,9.583024979,i637,1,gv
15932,23,,40,i640,0,gwm
15933,73,b,8.976002932,i638,0,gf30
15934,17,b,9.689832926,i639,1,gc
15935,18,d,6.064138889,i639,1,gc
15936,43,same,16.68633389,i637,1,gv
15937,67,f,18.28448009,i638,1,gf30
15938,19,a,11.27856588,i639,1,gc
15939,44,same,12.13302112,i637,1,gv
15940,53,b,5.411587,i638,0,gf30
15941,24,a,24.61177111,i640,1,gwm
15942,21,b,6.156009912,i639,1,gc
15943,22,a,4.555044889,i639,1,gc
15944,45,same,6.44845295,i637,0,gv
15945,23,d,6.013535976,i639,1,gc
15946,45,e,14.4929831,i638,1,gf30
15947,24,a,3.800885916,i639,1,gc
15948,25,a,4.650207043,i639,1,gc
15949,46,same,13.73477006,i637,0,gv
15950,72,a,8.196414948,i638,0,gf30
15951,26,d,7.904153109,i639,1,gc
15952,27,b,4.07121706,i639,1,gc
15953,28,b,5.73842597,i639,1,gc
15954,41,b,13.0590539,i638,1,gf30
15955,47,same,17.76482391,i637,0,gv
15956,25,b,36.92958093,i640,0,gwm
15957,64,c,5.413335085,i638,0,gf30
15958,48,same,6.789143085,i637,1,gv
15959,29,d,10.40603399,i639,1,gc
15960,30,b,4.906018019,i639,1,gc
15961,31,b,5.136780024,i639,1,gc
15962,49,different,12.8263061,i637,0,gv
15963,63,e,16.07503104,i638,1,gf30
15964,32,d,3.68128705,i639,1,gc
15965,50,same,6.029469013,i637,0,gv
15966,33,c,5.797611952,i639,1,gc
15967,51,different,7.991990089,i637,1,gv
15968,34,d,8.371378899,i639,1,gc
15969,26,a,35.1294651,i640,0,gwm
15970,74,e,20.32423592,i638,0,gf30
15971,101,d,9.777580023,i639,1,gc
15972,52,different,14.41997504,i637,0,gv
15973,99,b,13.67843604,i639,1,gc
15974,75,a,11.94275904,i638,1,gf30
15975,107,c,10.21711206,i639,0,gc
15976,92,a,6.387129068,i639,1,gc
15977,76,f,15.80738497,i638,1,gf30
15978,27,,40,i640,0,gwm
15979,78,e,7.526456118,i638,1,gf30
15980,72,b,13.3907001,i639,1,gc
15981,5,different,20.26208806,i637,1,gv
15982,69,a,9.884586096,i638,1,gf30
15983,6,same,6.001964092,i637,1,gv
15984,7,different,6.143551111,i637,1,gv
15985,8,same,5.417794943,i637,1,gv
15986,54,b,18.24263501,i638,1,gf30
15987,28,e,36.28396392,i640,0,gwm
15988,71,d,27.37671995,i639,1,gc
15989,9,same,7.060539007,i637,0,gv
15990,86,a,4.985721111,i639,1,gc
15991,10,same,16.48386407,i637,1,gv
15992,57,d,16.631953,i638,1,gf30
15993,11,same,4.909847021,i637,1,gv
15994,102,a,18.8285501,i639,0,gc
15995,12,same,6.530209064,i637,0,gv
15996,29,c,27.706496,i640,0,gwm
15997,46,d,8.394918919,i638,1,gf30
15998,13,same,3.628420115,i637,1,gv
15999,67,d,10.6865921,i639,0,gc
16000,42,a,11.93057394,i638,0,gf30
16001,14,same,11.03995109,i637,0,gv
16002,15,same,3.843396902,i637,0,gv
16003,16,same,6.362490892,i637,1,gv
16004,73,b,20.64679599,i639,0,gc
16005,59,f,16.32748508,i638,1,gf30
16006,30,c,35.94277406,i640,1,gwm
16007,40,d,8.779156923,i638,0,gf30
16008,17,different,17.50513101,i637,1,gv
16009,68,a,7.501534939,i638,0,gf30
16010,100,b,23.03781891,i639,1,gc
16011,48,e,12.23379302,i638,0,gf30
16012,81,c,12.97008991,i639,1,gc
16013,18,same,22.45734596,i637,1,gv
16014,19,different,7.081523895,i637,1,gv
16015,31,c,35.86143494,i640,0,gwm
16016,44,d,18.79890895,i638,0,gf60
16017,20,different,6.362494946,i637,1,gv
16018,85,c,19.38332105,i639,1,gc
16019,70,a,19.63694501,i638,0,gf60
16020,79,b,19.95882201,i639,1,gc
16021,61,same,12.7145319,i637,0,gv
16022,64,same,3.171118975,i637,0,gv
16023,66,d,12.70961499,i638,0,gf60
16024,62,different,3.731942892,i637,0,gv
16025,32,e,40,i640,0,gwm
16026,58,different,6.754380941,i637,0,gv
16027,66,same,3.161180019,i637,1,gv
16028,38,b,15.85290909,i638,0,gf60
16029,84,c,23.48274112,i639,0,gc
16030,71,different,5.670914888,i637,0,gv
16031,53,same,8.36939311,i637,1,gv
16032,55,same,5.06140399,i637,0,gv
16033,82,b,14.08141899,i639,1,gc
16034,33,e,28.55178094,i640,1,gwm
16035,68,different,4.835814953,i637,1,gv
16036,79,a,21.88702393,i638,1,gf60
16037,57,different,5.366441011,i637,1,gv
16038,69,same,3.233581066,i637,1,gv
16039,60,different,4.515458107,i637,0,gv
16040,80,d,9.821204901,i638,0,gf60
16041,83,b,16.94902802,i639,1,gc
16042,56,same,3.500766039,i637,0,gv
16043,55,b,10.75255203,i638,0,gf60
16044,54,same,9.094789982,i637,1,gv
16045,88,c,13.06091499,i639,0,gc
16046,72,different,8.605149031,i637,1,gv
16047,34,b,34.59129906,i640,1,gwm
16048,78,a,8.549730062,i639,0,gc
16049,63,different,5.487205029,i637,0,gv
16050,67,same,4.228331089,i637,0,gv
16051,43,d,20.92126608,i638,0,gf60
16052,59,different,6.388828039,i637,1,gv
16053,65,different,4.232559919,i637,0,gv
16054,70,same,6.305315971,i637,1,gv
16055,106,b,23.829391,i639,0,gc
16056,60,a,25.51155305,i638,1,gf60
16057,69,c,14.42787099,i639,1,gc
16058,35,,40,i640,0,gwm
16059,77,c,4.965585947,i639,0,gc
16060,65,d,12.2766099,i638,0,gf60
16061,103,a,8.975908995,i639,1,gc
16062,61,c,6.513160944,i638,1,gf60
16063,56,e,13.98649001,i638,0,gf60
16064,76,c,17.57776904,i639,0,gc
16065,36,e,29.72393489,i640,1,gwm
16066,51,e,10.286623,i638,0,gf60
16067,97,d,14.91427994,i639,0,gc
16068,39,b,7.619375944,i638,1,gf60
16069,95,b,6.365611076,i639,1,gc
16070,71,c,16.12317705,i638,1,gf60
16071,89,d,15.0078299,i639,0,gc
16072,91,a,9.701123953,i639,1,gc
16073,37,,40,i640,0,gwm
16074,50,d,16.20696306,i638,0,gf60
16075,34,b,8.706485987,i638,1,gf60
16076,74,a,12.97384906,i639,1,gc
16077,70,d,18,i639,1,gc
16078,38,a,39.11956692,i640,0,gwm
16079,11,d,14.56154108,i644,1,gf30
16080,12,b,8.773194075,i644,0,gf30
16081,11,b,17.19094205,i645,1,gwm
16082,13,c,12.13626289,i644,1,gf30
16083,14,e,8.405088902,i644,0,gf30
16084,1,7.146090031,32.10637403,i646,1,gv
16085,12,d,19.52966595,i645,1,gwm
16086,36,,30,i647,0,gc
16087,15,c,14.09404397,i644,0,gf30
16088,37,b,8.553024054,i647,1,gc
16089,13,d,15.06861496,i645,1,gwm
16090,2,6.674515009,18.96950006,i646,0,gv
16091,38,b,14.23783994,i647,1,gc
16092,14,b,14.00327897,i645,1,gwm
16093,39,c,14.80086303,i647,1,gc
16094,29,e,29.318645,i644,0,gf60
16095,15,a,16.185781,i645,0,gwm
16096,40,c,6.613692045,i647,1,gc
16097,3,6.794645071,30.82440305,i646,1,gv
16098,41,b,8.011430979,i647,1,gc
16099,30,d,17.34858704,i644,0,gf60
16100,16,d,16.18502808,i645,0,gwm
16101,42,d,8.604290009,i647,1,gc
16102,43,c,7.407866001,i647,1,gc
16103,31,e,16.84477806,i644,0,gf60
16104,17,f,15.42341208,i645,0,gwm
16105,4,7.322319984,29.83820605,i646,1,gv
16106,44,b,19.13302898,i647,1,gc
16107,32,c,16.61209106,i644,0,gf60
16108,33,e,8.204251051,i644,0,gf60
16109,18,a,24.65290093,i645,0,gwm
16110,1,b,4.119194031,i644,1,gf30
16111,21,8.835896015,29.064955,i646,1,gv
16112,45,c,19.62194395,i647,0,gc
16113,2,b,7.76227808,i644,1,gf30
16114,3,d,6.016963005,i644,1,gf30
16115,19,a,17.37159395,i645,0,gwm
16116,46,c,14.99544907,i647,0,gc
16117,22,same,25.83466005,i646,1,gv
16118,20,c,17.48924398,i645,0,gwm
16119,48,a,13.72611308,i647,1,gc
16120,4,a,26.59944105,i644,1,gf30
16121,23,same,15.4316659,i646,0,gv
16122,49,b,13.26463103,i647,0,gc
16123,5,d,7.67456007,i644,1,gf30
16124,21,c,18.5827961,i645,1,gwm
16125,50,a,9.510962009,i647,1,gc
16126,24,different,16.03449297,i646,1,gv
16127,6,c,19.29688907,i644,1,gf30
16128,22,a,16.47006893,i645,0,gwm
16129,51,a,14.19911289,i647,0,gc
16130,7,a,7.430140018,i644,1,gf30
16131,25,different,16.98597193,i646,0,gv
16132,8,b,7.636594057,i644,1,gf30
16133,53,a,15.01139402,i647,1,gc
16134,26,same,8.447958946,i646,1,gv
16135,23,b,22.48912001,i645,1,gwm
16136,9,c,10.14295411,i644,1,gf30
16137,27,same,9.042084932,i646,0,gv
16138,54,d,10.64221501,i647,0,gc
16139,10,c,11.55453801,i644,1,gf30
16140,55,b,9.732189894,i647,0,gc
16141,1,9.753408909,25.71641207,i641,1,gv
16142,16,3.709719896,4.853024006,i644,0,gf30
16143,28,different,15.14292097,i646,1,gv
16144,36,d,30,i642,1,gc
16145,24,d,23.20368695,i645,0,gwm
16146,56,a,11.60626006,i647,0,gc
16147,17,4.318937063,12.11844206,i644,0,gf30
16148,57,a,6.225977898,i647,1,gc
16149,37,b,15.96818495,i642,1,gc
16150,2,10.89485502,22.74371505,i641,0,gv
16151,58,d,7.118062019,i647,1,gc
16152,29,same,19.71225691,i646,1,gv
16153,25,b,21.06294894,i645,0,gwm
16154,18,a,17.21371889,i644,0,gf60
16155,38,b,12.92328596,i642,1,gc
16156,59,b,12.74785089,i647,0,gc
16157,60,a,8.427973986,i647,1,gc
16158,30,same,19.60172892,i646,1,gv
16159,3,6.086385012,22.28630209,i641,1,gv
16160,39,d,14.48925996,i642,0,gc
16161,26,a,21.1132381,i645,0,gwm
16162,62,a,10.53977203,i647,1,gc
16163,40,c,10.59334803,i642,1,gc
16164,19,c,29.44093394,i644,0,gf60
16165,63,c,7.073543072,i647,1,gc
16166,41,b,5.342793941,i642,1,gc
16167,4,5.01474905,21.05147004,i641,1,gv
16168,64,d,6.303610086,i647,1,gc
16169,20,b,7.959686995,i644,1,gf60
16170,31,same,27.02540803,i646,0,gv
16171,21,6.312072039,7.859556913,i641,1,gv
16172,27,e,24.36237502,i645,0,gwm
16173,65,d,10.24300003,i647,0,gc
16174,21,c,10.80106306,i644,1,gf60
16175,22,same,5.695015907,i641,1,gv
16176,42,c,15.82322502,i642,0,gc
16177,32,same,7.900701046,i646,1,gv
16178,23,different,7.924480915,i641,1,gv
16179,43,c,8.079979897,i642,1,gc
16180,33,different,9.94215703,i646,0,gv
16181,66,a,12.11990595,i647,0,gc
16182,24,same,5.259423971,i641,0,gv
16183,25,same,4.885102987,i641,1,gv
16184,22,d,18.49447393,i644,1,gf60
16185,44,a,12.26048207,i642,0,gc
16186,28,c,24.7470839,i645,0,gwm
16187,4,b,10.96911597,i647,1,gc
16188,34,same,14.26433206,i646,1,gv
16189,5,c,4.175699949,i647,1,gc
16190,26,different,10.42310596,i641,0,gv
16191,45,d,8.665580988,i642,1,gc
16192,6,d,5.145587921,i647,1,gc
16193,27,same,5.727358103,i641,0,gv
16194,7,c,3.947344065,i647,1,gc
16195,46,b,6.021070957,i642,1,gc
16196,28,same,5.726604939,i641,0,gv
16197,8,a,4.515682936,i647,1,gc
16198,9,a,4.454804897,i647,1,gc
16199,29,same,6.555529118,i641,1,gv
16200,48,a,9.145721912,i642,1,gc
16201,23,d,26.87796402,i644,0,gf60
16202,10,a,4.174746037,i647,1,gc
16203,29,d,26.29777002,i645,0,gwm
16204,24,e,7.989715099,i644,0,gf60
16205,11,c,6.854106903,i647,1,gc
16206,49,b,9.091202021,i642,0,gc
16207,35,different,30,i646,1,gv
16208,30,same,13.01439095,i641,1,gv
16209,12,a,5.082106113,i647,1,gc
16210,31,same,4.146465063,i641,0,gv
16211,32,same,3.641824007,i641,1,gv
16212,33,same,4.345601082,i641,1,gv
16213,13,a,10.36127591,i647,1,gc
16214,50,b,14.57721996,i642,0,gc
16215,25,d,19.7510581,i644,1,gf60
16216,30,f,24.0117209,i645,0,gwm
16217,34,same,6.373217106,i641,1,gv
16218,36,different,21.00514507,i646,1,gv
16219,14,a,9.115361929,i647,1,gc
16220,51,c,12.58822894,i642,1,gc
16221,26,e,9.910723925,i644,1,gf60
16222,15,c,5.617360115,i647,1,gc
16223,35,different,13.05734611,i641,1,gv
16224,53,b,8.721204996,i642,0,gc
16225,37,same,13.56108308,i646,1,gv
16226,36,same,3.479036093,i641,0,gv
16227,16,d,8.79973197,i647,1,gc
16228,37,same,6.510118961,i641,1,gv
16229,17,b,7.699353933,i647,1,gc
16230,31,c,26.34299111,i645,0,gwm
16231,18,d,4.327189922,i647,1,gc
16232,38,different,8.065023899,i641,1,gv
16233,19,a,5.386625051,i647,1,gc
16234,39,same,2.81624794,i641,1,gv
16235,54,c,21.43235993,i642,1,gc
16236,40,same,4.834331989,i641,0,gv
16237,21,b,5.054963112,i647,1,gc
16238,38,same,23.32445002,i646,0,gv
16239,27,c,33.38947797,i644,1,gf60
16240,22,a,4.375571012,i647,1,gc
16241,55,b,7.76138401,i642,0,gc
16242,41,same,6.918524027,i641,1,gv
16243,23,d,7.074372053,i647,1,gc
16244,42,same,6.403907061,i641,0,gv
16245,32,c,26.38976693,i645,0,gwm
16246,43,same,4.324541092,i641,1,gv
16247,24,a,4.225497007,i647,1,gc
16248,25,a,4.689867973,i647,1,gc
16249,56,a,15.85844994,i642,0,gc
16250,44,same,6.805521965,i641,1,gv
16251,26,d,6.875322104,i647,1,gc
16252,45,different,5.735163927,i641,1,gv
16253,57,a,7.248816967,i642,1,gc
16254,39,same,27.62341595,i646,1,gv
16255,27,b,5.287587881,i647,1,gc
16256,46,same,4.346923113,i641,0,gv
16257,47,same,4.478595972,i641,0,gv
16258,28,b,5.130350113,i647,1,gc
16259,58,d,9.928817034,i642,1,gc
16260,48,same,5.319936037,i641,1,gv
16261,29,d,4.554486036,i647,1,gc
16262,33,d,25.69852209,i645,0,gwm
16263,49,same,5.627656937,i641,1,gv
16264,28,d,46.06661797,i644,0,gf60
16265,30,b,8.974750042,i647,1,gc
16266,50,same,4.774898052,i641,0,gv
16267,40,different,22.6836381,i646,1,gv
16268,51,different,8.378534079,i641,1,gv
16269,31,b,12.71277809,i647,1,gc
16270,41,different,10.747334,i646,0,gv
16271,52,same,5.190051079,i641,1,gv
16272,78,e,15.40327001,i644,1,gf30
16273,32,d,7.280050993,i647,1,gc
16274,34,c,27.45521498,i645,0,gwm
16275,59,,30,i642,0,gc
16276,40,d,8.288348913,i644,0,gf30
16277,33,c,6.846230984,i647,1,gc
16278,74,a,5.305363894,i644,0,gf30
16279,60,b,10.42622089,i642,0,gc
16280,34,d,7.281168938,i647,1,gc
16281,42,same,20.44664693,i646,0,gv
16282,62,a,6.493499041,i642,1,gc
16283,76,b,9.638395071,i644,0,gf30
16284,78,b,8.716730118,i647,1,gc
16285,43,different,10.57154298,i646,0,gv
16286,63,b,11.38460207,i642,0,gc
16287,35,e,28.32391191,i645,0,gwm
16288,68,e,10.99345207,i644,1,gf30
16289,5,different,8.397025108,i641,1,gv
16290,64,d,6.435998917,i642,1,gc
16291,67,b,14.8670311,i647,1,gc
16292,6,same,5.235791922,i641,1,gv
16293,49,a,12.04666495,i644,1,gf30
16294,44,same,18.163939,i646,1,gv
16295,7,same,6.207463026,i641,0,gv
16296,65,d,10.59820294,i642,0,gc
16297,90,b,10.37700391,i647,0,gc
16298,8,same,3.882690907,i641,1,gv
16299,52,a,5.042195082,i644,0,gf30
16300,87,c,5.665575027,i647,1,gc
16301,9,same,4.649458885,i641,0,gv
16302,10,same,3.849473,i641,1,gv
16303,36,e,27.19183993,i645,1,gwm
16304,66,a,13.3350451,i642,0,gc
16305,54,f,7.624661922,i644,0,gf30
16306,45,same,18.13444495,i646,0,gv
16307,71,d,11.74528098,i647,1,gc
16308,11,same,7.802405119,i641,1,gv
16309,4,b,5.362447023,i642,1,gc
16310,69,e,5.522177935,i644,0,gf30
16311,12,same,6.213174105,i641,0,gv
16312,5,c,5.307790995,i642,1,gc
16313,74,a,7.347654104,i647,1,gc
16314,13,same,3.948508978,i641,1,gv
16315,6,d,3.958034992,i642,1,gc
16316,41,c,6.002491951,i644,0,gf30
16317,14,same,5.582324028,i641,0,gv
16318,7,c,6.275005102,i642,1,gc
16319,77,a,6.538047075,i644,0,gf30
16320,15,same,4.034810066,i641,0,gv
16321,72,a,12.26673603,i647,0,gc
16322,47,b,3.734752893,i644,1,gf30
16323,16,different,5.626379013,i641,0,gv
16324,37,f,30.59544611,i645,0,gwm
16325,8,a,10.86136103,i642,1,gc
16326,53,a,7.395558119,i644,0,gf30
16327,46,different,28.28396606,i646,1,gv
16328,104,c,9.260271072,i647,0,gc
16329,17,same,5.356556892,i641,0,gv
16330,9,a,5.453684092,i642,1,gc
16331,18,same,4.374789,i641,1,gv
16332,57,c,7.333123922,i644,0,gf30
16333,10,a,4.577784061,i642,1,gc
16334,19,same,3.497174978,i641,0,gv
16335,73,d,9.117458105,i647,1,gc
16336,75,e,7.579557896,i644,0,gf30
16337,11,c,7.303064108,i642,1,gc
16338,20,different,7.839972019,i641,1,gv
16339,12,a,4.137128115,i642,1,gc
16340,47,different,19.74022698,i646,1,gv
16341,97,c,9.754066944,i647,1,gc
16342,57,same,6.478970051,i641,0,gv
16343,80,d,8.671328068,i647,0,gc
16344,67,c,14.6850431,i644,0,gf30
16345,38,c,31.10960698,i645,1,gwm
16346,48,same,10.93108511,i646,1,gv
16347,63,d,4.796397924,i644,0,gf30
16348,95,b,7.903014898,i647,1,gc
16349,13,a,17.07740688,i642,1,gc
16350,64,same,8.782187939,i641,0,gv
16351,49,different,8.095340014,i646,0,gv
16352,59,f,10.61733198,i644,1,gf30
